call_sign,frequency,city,licensee,format,state,facility_id,service,licensee_call_sign_r,status,details
WRJL-FM,99.9,Eva,"Rojo, Inc.",Southern gospel,Alabama,,,,,
WRJM-LP,95.5,Cullman,"Cullman Community Radio, Inc.",Variety,Alabama,,,,,
WRKH,96.1,Mobile,"iHM Licenses, LLC",Classic rock,Alabama,53142.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRLD,95.3,Valley,"PMB Broadcasting, LLC",Urban adult contemporary,Alabama,,,,,
WRMG,1430.0,Red Bay,"Jack W. Ivy, Sr.",Classic country,Alabama,,,,,
WRNF,89.5,Selma,The Moody Bible Institute of Chicago,Religious,Alabama,,,,,
WRNK-LP,96.3,Lanett,Contact Ministry Center,Religious Teaching,Alabama,,,,,
WRSA-FM,96.9,Holly Pond,"NCA, Inc.",Adult contemporary,Alabama,,,,,
WRTR,105.9,Brookwood,"iHM Licenses, LLC",News/Talk,Alabama,,,,,
WRTT-FM,95.1,Huntsville,"Southern Stone Communications, LLC",Active rock,Alabama,,,,,
WRWA,88.7,Dothan,Troy University,Public Radio; News/Talk/Classical,Alabama,68185.0,FM,TROY UNIVERSITY,LICENSED,Click for Details
WRYC,92.5,Frisco City,"Blackbelt Broadcasting, Inc.",Country,Alabama,,,,,
WRYD,97.7,Jemison,TBTA Ministries,Christian rock/Rap,Alabama,,,,,
WSBM,1340.0,Florence,Big River Broadcasting Corporation,Sports,Alabama,,,,,
WSGN,98.3,Stewartville,"Marble City Media, LLC",Oldies,Alabama,704.0,FM,"MARBLE CITY MEDIA, LLC",LICENSED,Click for Details
WSGQ-LP,103.3,Columbia,"Columbia Radio Communications, Inc.",Classic country/Variety,Alabama,,,,,
WSJA,91.3,York,"Augusta Radio Fellowship Institute, Inc.",Christian (Good News Network),Alabama,,,,,
WSJL,88.1,Bessemer,"Elijah Radio, Inc.",Christian talk,Alabama,,,,,
WSLY,104.9,York,"Grantell Broadcasting, LLC",Mainstream rock,Alabama,24820.0,FM,"GRANTELL BROADCASTING, LLC",LICENSED,Click for Details
WSMX-FM,100.3,Goshen,J&W Communications LLC,Classic country/Classic hits,Alabama,,,,,
WSTF,91.5,Andalusia,"Faith Broadcasting, Inc.",Religious,Alabama,,,,,
WSTH-FM,106.1,Alexander City,"iHM Licenses, LLC",Country,Alabama,,,,,
WSYP-LP,95.1,Birmingham,Sankofa Youth Development Program Inc,Variety,Alabama,,,,,
WTAK-FM,106.1,Hartselle,"iHM Licenses, LLC",Classic rock,Alabama,25383.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WTBB,89.9,Gadsden,Trinity Christian Academy,Christian (WTBJ),Alabama,,,,,
WTBC,1230.0,Tuscaloosa,"Townsquare Media Tuscaloosa License, LLC",Classic country,Alabama,,,,,
WTBF,970.0,Troy,Troy Broadcasting Corp.,Sports,Alabama,,,,,
WTBF-FM,94.7,Brundidge,Troy Broadcasting Corporation,Talk/Personality/Oldies,Alabama,,,,,
WTBJ,91.3,Oxford,Trinity Christian Academy,Christian,Alabama,,,,,
WTDR,1350.0,Gadsden,"Rainbow City Media, LLC",Country,Alabama,,,,,
WTDR-FM,92.7,Talladega,"The Jeff Beck Broadcasting Group, LLC",Country/Classic country,Alabama,,,,,
WTGZ,95.9,Tuskegee,Tiger Communications Inc.,Alternative rock,Alabama,,,,,
WTKI,1450.0,Huntsville,FRC of Alabama LLC d/b/a Focus Radio Communications,Soft adult contemporary,Alabama,,,,,
WTLM,1520.0,Opelika,"iHM Licenses, LLC",Urban gospel,Alabama,,,,,
WTLS,1300.0,Tallassee,"Michael Butler Broadcasting, LLC",Talk/Sports,Alabama,,,,,
WTOF,1110.0,Bay Minette,"Buddy Tucker Association, Inc.",Silent,Alabama,,,,,
WTSK,790.0,Tuscaloosa,"Townsquare Media Tuscaloosa License, LLC",Gospel,Alabama,,,,,
WTSU,89.9,Montgomery–Troy,Troy University,Public radio; Classical,Alabama,68187.0,FM,TROY UNIVERSITY,LICENSED,Click for Details
WTUG-FM,92.9,Northport,"Townsquare License, LLC",Urban adult contemporary,Alabama,,,,,
WTUS-LP,103.3,Tuscaloosa,Tuscaloosa City Board of Education,Travelers Info/Smooth jazz,Alabama,,,,,
WTVY-FM,95.5,Dothan,"Gulf South Communications, Inc.",Country,Alabama,,,,,
WTWX-FM,95.9,Guntersville,"Guntersville Broadcasting Company, Inc.",Country/Talk,Alabama,,,,,
WTXK,1210.0,Pike Road,"Frontdoor Broadcasting, L.L.C.",Sports,Alabama,,,,,
WTXT,98.1,Fayette,"iHM Licenses, LLC",Country,Alabama,68418.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WUAL-FM,91.5,Tuscaloosa,University of Alabama,Public radio,Alabama,69168.0,FM,UNIVERSITY OF ALABAMA,LICENSED,Click for Details
WUBZ-LP,100.7,Tuskegee,City of Tuskegee,Urban gospel,Alabama,,,,,
WUHT,107.7,Birmingham,"Radio License Holding CBC, LLC",Hot urban adult contemporary,Alabama,,,,,
WUMO-LP,94.5,Montgomery,Aframsouth,Urban Gospel/Jazz,Alabama,,,,,
WUMP,730.0,Madison,Cumulus Licensing LLC,Sports,Alabama,,,,,
WURL,760.0,Moody,The Bill Davidson Evangelistic Association,Southern gospel,Alabama,,,,,
WURY-LP,97.1,Phenix City,Talkfaith Radio,Religious (3ABN),Alabama,,,,,
WVAS,90.7,Montgomery,Alabama State University (ASU),Jazz,Alabama,727.0,FM,ALABAMA STATE UNIVERSITY (ASU),LICENSED,Click for Details
WVBC-LP,96.9,Bessemer,Bessemer City Schools,Variety,Alabama,,,,,
WVFG,107.5,Uniontown,"Charles E. Jones, Jr.",Urban/Oldies/Gospel,Alabama,,,,,
WVMB-LP,107.9,Madison,"Madison Baptist Church, Inc.",Religious Teaching,Alabama,,,,,
WVNA,1590.0,Tuscumbia,"Singing River Media Group, LLC",Mainstream rock,Alabama,,,,,
WVNA-FM,105.5,Muscle Shoals,"Singing River Media Group, LLC",Mainstream rock,Alabama,,,,,
WVNN,770.0,Athens,Cumulus Licensing LLC,News/Talk,Alabama,,,,,
WVNN-FM,92.5,Trinity,Cumulus Licensing LLC,News/Talk,Alabama,,,,,
WVOB,91.3,Dothan,"Bethany Divinity College And Seminary, Inc.",Southern gospel,Alabama,,,,,
WVOK,1580.0,Oxford,"Woodard Broadcasting Co., Inc.",Oldies,Alabama,,,,,
WVOK-FM,97.9,Oxford,"Woodard Broadcasting Co., Inc.",Hot adult contemporary,Alabama,,,,,
WVRV,97.5,Pine Level,"Back Door Broadcasting, LLC",Contemporary Christian,Alabama,,,,,
WVSA,1380.0,Vernon,"Lamar County Broadcasting Company, Inc.",Country/Sports,Alabama,,,,,
WVSM,1500.0,Rainsville,"Sand Mountain Advertising Co., Inc.",Southern gospel/Contemporary Christian,Alabama,,,,,
WVUA-FM,90.7,Tuscaloosa,"Board of Trustees, University of Alabama",Adult album alternative,Alabama,,,,,
WWFA,102.7,St. Florian,George S. Flinn Jr.,Top 40 (CHR),Alabama,,,,,
WWFF-FM,93.3,New Market,Cumulus Licensing LLC,Country,Alabama,,,,,
WWGC,1090.0,Albertville,"Quality Properties, LLC",Spanish,Alabama,,,,,
WWIC,1050.0,Scottsboro,"Scottsboro Broadcasting Co., Inc.",Classic country,Alabama,,,,,
WWMG,97.1,Millbrook,"iHM Licenses, LLC",Urban adult contemporary,Alabama,,,,,
WWPG,104.3,Eutaw,"Jim Lawson Communications, Inc.",Urban adult contemporary,Alabama,,,,,
WWTM,1400.0,Decatur,"Brantley Broadcast Associates, LLC",Sports/Talk,Alabama,,,,,
WWWH-FM,92.7,Haleyville,AMS Radio LLC,Hot adult contemporary,Alabama,,,,,
WXAL,1400.0,Demopolis,"Westburg Broadcasting Alabama, LLC",Urban contemporary/Urban oldies,Alabama,,,,,
WXFL,96.1,Florence,Big River Broadcasting Corporation,Country,Alabama,,,,,
WXFX,95.1,Prattville,Cumulus Licensing LLC,Mainstream rock,Alabama,17479.0,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WXJC,850.0,Birmingham,"Kimtron, Inc.",Southern gospel/Talk,Alabama,,,,,
WXJC-FM,101.1,Cullman,"Kimtron, Inc.",Southern gospel/Talk,Alabama,70452.0,FM,"KIMTRON, INC.",LICENSED,Click for Details
WXKD,920.0,Brantley,"Autaugaville Radio, Inc.",Urban Contemporary,Alabama,,,,,
WXQW,660.0,Fairhope,Cumulus Licensing LLC,Talk,Alabama,,,,,
WXVI,1600.0,Montgomery,"New Life Ministries, Inc.",Gospel,Alabama,,,,,
WYAM,890.0,Hartselle,"Decatur Communications Properties, LLC",Spanish variety,Alabama,,,,,
WYDE,1260.0,Birmingham,"Kimtron, Inc.",Inspirational music (WYDE-FM),Alabama,,,,,
WYDE-FM,92.5,Cordova,"Kimtron, Inc.",Inspirational music,Alabama,77749.0,FM,"KIMTRON, INC.",LICENSED,Click for Details
WYDK,97.9,Eufaula,"JDK Radio, LLC",Classic hits,Alabama,,,,,
WYEA,1290.0,Sylacauga,"Marble City Media, LLC",Classic country (WFXO),Alabama,,,,,
WYFD,91.7,Decatur,"Bible Broadcasting Network, Inc.",Conservative religious (Bible Broadcasting Network),Alabama,,,,,
WYFR-LP,89.9,Fairhope,Fairhope Radio,Religious Teaching,Alabama,,,,,
WYLS,670.0,York,"Grantell Broadcasting, LLC",Black gospel,Alabama,,,,,
WYTK,93.9,Rogersville,"Valley Broadcasting, Inc.",Sports,Alabama,,,,,
WYVC,102.3,Camden,Down Home Broadcasting,Urban gospel,Alabama,,,,,
WYZK-LP,98.3,Hartselle,Association for Social Justice in Morgan County,Variety,Alabama,,,,,
WZAL-LP,99.9,Alabaster,Alabaster Broadcasting and Community Radio,Variety,Alabama,,,,,
WZBQ,94.1,Carrollton,"iHM Licenses, LLC",Top 40 (CHR),Alabama,,,,,
WZDK-LP,98.5,Decatur,North Alabama Youth Sports Association,Bluegrass,Alabama,,,,,
WZEV,90.5,Lineville,B. Jordan Communications Corporation,Oldies,Alabama,,,,,
WZEW,92.1,Fairhope,".COM+, L.L.C.",Adult album alternative,Alabama,74287.0,FM,".COM+, L.L.C.",LICENSED,Click for Details
WZGX,1450.0,Bessemer,"Red Mountain Ventures, LLC",Silent,Alabama,,,,,
WZHT,105.7,Troy,"iHM Licenses, LLC",Mainstream urban,Alabama,,,,,
WZKD,950.0,Montgomery,"Autaugaville Radio, Inc.",Urban adult contemporary,Alabama,,,,,
WZMG,910.0,Pepperell,"iHM Licenses, LLC",Sports (WPCH),Alabama,,,,,
WZNJ,106.5,Demopolis,"Westburg Broadcasting Alabama, LLC",Urban contemporary/Urban oldies,Alabama,,,,,
WZOB,1250.0,Fort Payne,"Central Broadcasting Company, Inc.",Country,Alabama,,,,,
WZRR,99.5,Birmingham,"Radio License Holding CBC, LLC",News/Talk,Alabama,,,,,
WZTZ,101.1,Elba,"Boll Weevil Communications, LLC",Sports,Alabama,,,,,
WZYP,104.3,Athens,Cumulus Licensing LLC,Top 40 (CHR),Alabama,,,,,
WZZA,1410.0,Tuscumbia,"Muscle Shoals Broadcasting, Inc.",Urban adult contemporary,Alabama,,,,,
WZZK-FM,104.7,Birmingham,"SM-WZZK, LLC",Country,Alabama,48724.0,FM,"SM-WZZK, LLC",LICENSED,Click for Details
WZZN,97.7,Union Grove,"Neighbors Broadcast Company, LLC",Sports,Alabama,,,,,
KABN,960.0,Kenai,"Alaska Broadcast Television, Inc.",,Alaska,,,,,
KAEB,91.9,Sand Point,"Aleutian Peninsula Broadcasting, Inc.",Variety,Alaska,,,,,
KAFC,93.7,Anchorage,"Christian Broadcasting, Inc.",Contemporary Christian,Alaska,,,,,
KAGV,1110.0,Big Lake,"Voice for Christ Ministries, Inc.",Religious,Alaska,,,,,
KAKD,104.9,Dillingham,Bay Broadcasting Company,Contemporary Christian/Southern gospel,Alaska,,,,,
KAKI,88.1,Juneau,Educational Media Foundation,Christian Contemporary Worship Music (Air1),Alaska,,,,,
KAKL,88.5,Anchorage,Educational Media Foundation,Contemporary Christian (K-Love),Alaska,,,,,
KAKN,100.9,Naknek,Bay Broadcasting Company,Contemporary Christian/Southern gospel,Alaska,,,,,
KAKQ-FM,101.1,Fairbanks,"iHM Licenses, LLC",Hot AC,Alaska,,,,,
KALG,98.1,Kaltag,Big River Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KASH-FM,107.5,Anchorage,"iHM Licenses, LLC",Country,Alaska,,,,,
KATB,89.3,Anchorage,"Christian Broadcasting, Inc.",Religious,Alaska,,,,,
KAVM,105.1,Cold Bay,"Alaska Village Missions, Inc.",,Alaska,,,,,
KAYO,100.9,Wasilla,Alpha Media Licensee LLC,Classic Country,Alaska,,,,,
KBBI,890.0,Homer,Kachemak Bay Broadcasting Inc,Public Radio,Alaska,,,,,
KBBO-FM,92.1,Houston,OMG FCC Licenses LLC,Variety Hits,Alaska,,,,,
KBFX,100.5,Anchorage,"iHM Licenses, LLC",Classic rock,Alaska,,,,,
KBJZ-LP,94.1,Juneau,Gastineau Broadcasting Corporation,Jazz/Blues,Alaska,,,,,
KBKO,88.3,Kodiak,"Sacred Heart Radio, Inc.",Catholic,Alaska,,,,,
KBRJ,104.1,Anchorage,Alpha Media Licensee LLC,Country,Alaska,,,,,
KBRW,680.0,Utqiaġvik,"Silakkuagvik Communications, Inc.",Public Radio,Alaska,,,,,
KBRW-FM,91.9,Utqiaġvik,"Silakkuagvik Communications, Inc.",Public Radio,Alaska,60382.0,FM,"SILAKKUAGVIK COMMUNICATIONS, INC.",LICENSED,Click for Details
KBUQ,91.9,Buckland,"Kotzebue Broadcasting, Inc.",Variety,Alaska,,,,,
KBYR,700.0,Anchorage,OMG FCC Licenses LLC,News/Talk Information,Alaska,,,,,
KCAM,790.0,Glennallen,Joy Media Ministries,Religious,Alaska,,,,,
KCAM-FM,88.7,Glennallen,Joy Media Ministries,Contemporary Christian,Alaska,,,,,
KCAW,104.7,Sitka,"Raven Radio Foundation, Inc.",Public Radio,Alaska,55213.0,FM,"RAVEN RADIO FOUNDATION, INC.",LICENSED,Click for Details
KCBF,820.0,Fairbanks,"Tor Ingstad Licenses, LLC",Sports,Alaska,,,,,
KCDV,100.9,Cordova,"Bayview Communications, Inc.",Adult Contemporary,Alaska,,,,,
KCEF,93.3,Chefornak,"Bethel Broadcasting, Inc.",,Alaska,,,,,
KCHU,770.0,Valdez,"Terminal Radio, Inc.",Public Radio,Alaska,,,,,
KCUK,88.1,Chevak,Kashunamiut School District,Public Radio,Alaska,,,,,
KDFJ-LP,105.9,Fairbanks,Bible Baptist Church of Fairbanks,Religious Teaching,Alaska,,,,,
KDHS-LP,95.5,Delta Junction,Delta/Greely School District,Variety,Alaska,,,,,
KDJF,93.5,Ester,"Tor Ingstad Licenses, LLC",Country,Alaska,,,,,
KDLG,670.0,Dillingham,Dillingham City School District,Variety,Alaska,,,,,
KDLG-FM,89.9,Dillingham,Dillingham City School District,Variety,Alaska,171933.0,FM,DILLINGHAM CITY SCHOOL DISTRICT,LICENSED,Click for Details
KDLL,91.9,Kenai,"Pickle Hill Public Broadcasting, Inc.",Public Radio,Alaska,52538.0,FM,"PICKLE HILL PUBLIC BROADCASTING, INC.",LICENSED,Click for Details
KDRG,91.9,Deering,"Kotzebue Broadcasting, Inc.",Variety,Alaska,,,,,
KEAA-LP,97.9,Eagle,Eagle Community School,Variety,Alaska,,,,,
KEAG,97.3,Anchorage,Alpha Media Licensee LLC,Classic hits,Alaska,,,,,
KEDI,98.3,Bethel,Strait Media LLC,Full Service,Alaska,,,,,
KEGR-LP,94.1,Wasilla,"Rage, Inc.",Rock/Variety,Alaska,,,,,
KENI,650.0,Anchorage,"iHM Licenses, LLC",News/Talk,Alaska,,,,,
KEUL,88.9,Girdwood,Girdwood Community Club Inc,Variety,Alaska,,,,,
KFAR,660.0,Fairbanks,"Rob Ingstad Licenses, LLC",News/Talk,Alaska,,,,,
KFAT,92.9,Anchorage,OMG FCC Licenses LLC,Rhythmic Top-40,Alaska,,,,,
KFBX,970.0,Fairbanks,"iHM Licenses, LLC",Talk,Alaska,,,,,
KFMJ,99.9,Ketchikan,KFMJ Radio LLC,Classic hits,Alaska,,,,,
KFNP-LP,99.5,North Pole,"North Star Broadcasting, Inc.",Christian (Radio 74 Internationale),Alaska,,,,,
KFPS,88.1,False Pass,"Aleutian Peninsula Broadcasting, Inc.",Silent,Alaska,,,,,
KFQD,750.0,Anchorage,Alpha Media Licensee LLC,News/Talk,Alaska,,,,,
KFSE,106.9,Kasilof,"KSRM, Inc.",Mainstream rock,Alaska,,,,,
KFSK,100.9,Petersburg,Narrows Broadcasting Corp.,Public Radio,Alaska,47409.0,FM,NARROWS BROADCASTING CORP.,LICENSED,Click for Details
KGOT,101.3,Anchorage,"iHM Licenses, LLC",Top 40 (CHR),Alaska,12515.0,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
KGTL,620.0,Homer,"Peninsula Communications, Inc.",News/Talk,Alaska,,,,,
KGTW,106.7,Ketchikan,"Alaska Broadcast Communications, Inc.",Country,Alaska,,,,,
KGVC,91.5,Glacier View,"Radio Free Palmer, Inc.",Variety,Alaska,,,,,
KGYA,90.5,Grayling,Kuskokwim Public Broadcasting Corporation,Variety,Alaska,,,,,
KHAR,590.0,Anchorage,Alpha Media Licensee LLC,Sports,Alaska,,,,,
KHGQ,101.7,Shungnak,Nome Seventh-Day Adventist Church,Religious,Alaska,,,,,
KHKY,92.7,Akiachak,Yupiit School District,Variety,Alaska,,,,,
KHNS,102.3,Haines,Lynn Canal Broadcasting,Public Radio/Variety,Alaska,39331.0,FM,LYNN CANAL BROADCASTING,LICENSED,Click for Details
KHOO,90.7,Hoonah,Hoonah City School District,Variety,Alaska,,,,,
KHRA-LP,94.1,Anchorage,Holy Rosary Academy,Catholic,Alaska,,,,,
KHSK,93.3,Emmonak,"Bethel Broadcasting, Inc.",,Alaska,,,,,
KHUS,98.1,Huslia,Big River Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KHUU,97.1,Hughes,Big River Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KHYG-FM,91.1,Hydaburg,Hydaburg City School District,Variety,Alaska,,,,,
KIAK-FM,102.5,Fairbanks,"iHM Licenses, LLC",Country,Alaska,,,,,
KIAM,630.0,Nenana,"Voice for Christ Ministries, Inc.",Religious,Alaska,,,,,
KIAM-FM,91.9,Nenana,"Voice for Christ Ministries, Inc",Religious,Alaska,,,,,
KIAN,91.9,Kiana,"Kotzebue Broadcasting, Inc.",Variety,Alaska,,,,,
KIAO,90.3,Delta Junction,Delta Junction Seventh-Day Adventist Church,Religious (3ABN),Alaska,,,,,
KIBH-FM,91.7,Seward,"Kenai Mountains Public Media, Inc.",Variety,Alaska,,,,,
KICY,850.0,Nome,Arctic Broadcasting Association,Religious,Alaska,,,,,
KICY-FM,100.3,Nome,Arctic Broadcasting Association,Contemporary Christian,Alaska,,,,,
KIEA,91.9,Selawik,"Kotzebue Broadcasting, Inc.",Variety,Alaska,,,,,
KIFW,1230.0,Sitka,"Alaska Broadcast Communications, Inc",Full service,Alaska,,,,,
KIGG,103.3,Igiugig,Dillingham City School District,Variety,Alaska,,,,,
KIGI,106.9,Igiugig,Bay Broadcasting Company,,Alaska,,,,,
KINU,89.9,Kotzebue,Kotzebue Broadcasting Inc.,Variety,Alaska,,,,,
KINY,800.0,Juneau,"Juneau Alaska Communications, LLC",Full service,Alaska,,,,,
KIYU-FM,88.1,Galena,Big River Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KJHA,88.7,Houston,"Evangelistic Alaska Missionary Fellowship, Inc.",Christian,Alaska,,,,,
KJLP,88.9,Palmer,"Christian Broadcasting, Inc.",Religious,Alaska,,,,,
KJNO,630.0,Juneau,"Alaska Broadcast Communications, Inc","News/Talk, Sports",Alaska,,,,,
KJNP,1170.0,North Pole,"Evangelistic Alaska Missionary Fellowship, Inc.",Christian,Alaska,,,,,
KJNP-FM,100.3,North Pole,"Evangelistic Alaska Missionary Fellowship, Inc.",Christian,Alaska,,,,,
KJNR,91.9,Bethel,New Life Tabernacle Homer AK,Contemporary Christian,Alaska,,,,,
KKED,104.7,Fairbanks,"iHM Licenses, LLC",Rock,Alaska,,,,,
KKET,95.9,Allakaket,Big River Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KKIS-FM,96.5,Soldotna,"KSRM, Inc.",Contemporary Hit Radio,Alaska,,,,,
KKLK,89.3,Savoonga,Nome Seventh-Day Adventist Church,Religious,Alaska,,,,,
KKNI-FM,105.3,Sterling,"KSRM, Inc.",Classic Hits,Alaska,,,,,
KKWG,93.3,"Kongiganak, Alaska","Bethel Broadcasting, Inc.",,Alaska,,,,,
KLAM,1450.0,Cordova,"Bayview Communications, Inc.",Country/Classic rock/Talk,Alaska,,,,,
KLEF,98.1,Anchorage,Chinook Concert Broadcasters,Classical,Alaska,,,,,
KLIU-LP,95.9,Unalakleet,Bering Light Corp,Religious Teaching,Alaska,,,,,
KLOP,91.5,Holy Cross,Kuskokwim Public Broadcasting Corporation,Variety,Alaska,,,,,
KLSF,89.7,Juneau,Educational Media Foundation,Contemporary Christian (K-Love),Alaska,,,,,
KMBQ-FM,99.7,Wasilla,OMG FCC Licenses LLC,Modern AC,Alaska,,,,,
KMGS,89.5,Anvik,Kuskokwim Public Broadcasting Corporation,Variety,Alaska,,,,,
KMVN,105.7,Anchorage,"Last Frontier Mediactive, LLC",Rhythmic AC,Alaska,,,,,
KMXS,103.1,Anchorage,Alpha Media Licensee LLC,Hot AC,Alaska,,,,,
KMXT,100.1,Kodiak,Kodiak Public Broadcasting Corp.,Public Radio,Alaska,35339.0,FM,KODIAK PUBLIC BROADCASTING CORP.,LICENSED,Click for Details
KNAK-LP,97.1,Naknek,King's Chapel Bristol Bay Radio,Religious Teaching,Alaska,,,,,
KNBA,90.3,Anchorage,Koahnic Broadcast Corporation,Adult Album alternative,Alaska,35289.0,FM,KOAHNIC BROADCAST CORPORATION,LICENSED,Click for Details
KNEE,95.1,Nenana,40 Below Broadcasting,Unknown Format,Alaska,,,,,
KNGW,88.9,Juneau,CSN International,Religious (CSN International),Alaska,,,,,
KNIB,89.5,Nikolai,Kuskokwim Public Broadcasting Corporation,Variety,Alaska,,,,,
KNKO,88.5,Shageluk,Kuskokwim Public Broadcasting Corporation,Variety,Alaska,,,,,
KNLT,95.5,Palmer,Joshua G. Fryfogle,Adult Album Alternative,Alaska,,,,,
KNNA-FM,99.1,Nenana,"Athabascan Fiddlers Association, Inc.",Public Radio,Alaska,,,,,
KNOM,780.0,Nome,"KNOM Radio Mission, Inc.",Full service,Alaska,,,,,
KNOM-FM,96.1,Nome,"KNOM Radio Mission, Inc.",Full service,Alaska,,,,,
KNSA,930.0,Unalakleet,"Unalakleet Broadcasting, Inc.",Variety,Alaska,,,,,
KNUL,99.1,Nulato,Big River Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KNUN,91.9,Toksook Bay,Kashunamiut School District,,Alaska,,,,,
KOAN,1080.0,Anchorage,Falcon Broadcasting LLC,Talk,Alaska,,,,,
KODK,90.7,Kodiak,Kodiak Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KOGJ,88.1,Kenai,CSN International,Religious (CSN International),Alaska,,,,,
KOLD-FM,91.9,Cold Bay,"Aleutian Peninsula Broadcasting, Inc.",Adult contemporary/Adult album alternative,Alaska,,,,,
KONR-LP,106.1,Anchorage,Organization for Northern Development d/b/a Out North,Variety,Alaska,,,,,
KORI,91.9,Noorvik,"Kotzebue Broadcasting, Inc.",Variety,Alaska,,,,,
KOTZ,720.0,Kotzebue,"Kotzebue Broadcasting, Inc.",Variety,Alaska,,,,,
KOYU,98.1,Koyukuk,Big River Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KPEN,840.0,Kenai,Peninsula Communications Inc,,Alaska,,,,,
KPEN-FM,101.7,Soldotna,"Peninsula Communications, Inc.",Country,Alaska,,,,,
KQHE,92.7,Fairbanks,Little Flower Ministries,Catholic,Alaska,,,,,
KQQJ,90.7,Juneau,Juneau Seventh-Day Adventist Church,Christian,Alaska,,,,,
KQQN,89.3,Nome,Nome Seventh-Day Adventist Church,Christian,Alaska,,,,,
KQQS,89.3,Sitka,Sitka Seventh-Day Adventist Church,Christian,Alaska,,,,,
KQVK,91.9,Kivalina,"Kotzebue Broadcasting, Inc.",Variety,Alaska,,,,,
KRBD,105.3,Ketchikan,Rainbird Community Broadcasting Corp.,Public Radio,Alaska,54928.0,FM,RAINBIRD COMMUNITY BROADCASTING CORP,LICENSED,Click for Details
KRBY,98.1,Ruby,Big River Public Broadcasting Corporation,Public Radio,Alaska,,,,,
KRFF,89.1,Fairbanks,"Athabascan Fiddlers Association, Inc.",Native American/Americana,Alaska,,,,,
KRGW,106.9,Fairbanks,Adventist Radio Alaska Corporation,Christian,Alaska,,,,,
KRLL-FM,93.9,Circle,"Athabascan Fiddlers Association, Inc.",,Alaska,,,,,
KRMR,93.3,Russian Mission,"Bethel Broadcasting, Inc.",,Alaska,,,,,
KRNN,102.7,Juneau,"Capital Community Broadcasting, Inc.",Variety,Alaska,17049.0,FM,KTOO PUBLIC MEDIA,LICENSED,Click for Details
KRUA,88.1,Anchorage,University of Alaska – Board Of Regents,College,Alaska,,,,,
KRUP,99.1,Dillingham,McCormick Broadcasting L.L.C.,Talk,Alaska,,,,,
KSBZ,103.1,Sitka,"Alaska Broadcast Communications, Inc.",Hot AC,Alaska,,,,,
KSCM,94.3,Scammon Bay,"Visionalaska, Inc., Alaska Brethren Ministries",Religious,Alaska,,,,,
KSDP,830.0,Sand Point,"Aleutian Peninsula Broadcasting, Inc",Public Radio/Full service,Alaska,,,,,
KSKA,91.1,Anchorage,"Alaska Public Telecom., Inc.",Public Radio,Alaska,805.0,FM,"ALASKA PUBLIC TELECOM., INC.",LICENSED,Click for Details
KSKC,89.5,Crooked Creek,Kuskokwim Public Broadcasting Corporation,,Alaska,,,,,
KSKO-FM,89.5,McGrath,Kuskokwim Public Broadcasting Corporation,Variety,Alaska,,,,,
KSKP,89.5,Sleetmute,Kuskokwim Public Broadcasting Corporation,,Alaska,,,,,
KSLD,1140.0,Soldotna,"KSRM, Inc.",Sports,Alaska,,,,,
KSLK,101.7,Selawik,Nome Seventh-Day Adventist Church,Christian,Alaska,,,,,
KSRM,920.0,Soldotna,"KSRM, Inc.",News/Talk,Alaska,,,,,
KSTK,101.7,Wrangell,"CoastAlaska, Inc.",Public Radio,Alaska,73924.0,FM,"COASTALASKA, INC.",LICENSED,Click for Details
KSUA,91.5,Fairbanks,"University of Alaska, on Behalf of U Of AK, Fairbanks",Alternative rock,Alaska,,,,,
