category,logo,production,type,title,distributor,producer,year,page,page_id,_art_year
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"David Mandel, Executive Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Frank Rich, Executive Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Julia Louis-Dreyfus, Executive Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Lew Morton, Executive Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Morgan Sackett, Executive Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Peter Huyck, Executive Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Alex Gregory, Executive Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Jennifer Crittenden, Co-Executive Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Gabrielle Allan, Co-Executive Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Billy Kimball, Co-Executive Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Rachel Axler, Co-Executive Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Ted Cohen, Co-Executive Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Ian Maxtone-Graham, Co-Executive Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Dan O'Keefe, Co-Executive Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Steve Hely, Co-Executive Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"David Hyman, Co-Executive Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Georgia Pritchett, Supervising Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Doug Smith, Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Erik Kenward, Consulting Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Comedy Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/09/veep%20copy.jpg?itok=Y8psn3Aw,"Dan Mintz, Consulting Producer",Nominee,Veep,HBO,HBO Entertainment,2019,169,1,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/better-call-saul-600x600.png?itok=YuogjmUm,"Vince Gilligan, Executive Producer",Nominee,Better Call Saul,AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",2019,169,2,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/better-call-saul-600x600.png?itok=YuogjmUm,"Peter Gould, Executive Producer",Nominee,Better Call Saul,AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",2019,169,2,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/better-call-saul-600x600.png?itok=YuogjmUm,"Mark Johnson, Executive Producer",Nominee,Better Call Saul,AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",2019,169,2,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/better-call-saul-600x600.png?itok=YuogjmUm,"Melissa Bernstein, Executive Producer",Nominee,Better Call Saul,AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",2019,169,2,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/better-call-saul-600x600.png?itok=YuogjmUm,"Thomas Schnauz, Executive Producer",Nominee,Better Call Saul,AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",2019,169,2,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/better-call-saul-600x600.png?itok=YuogjmUm,"Gennifer Hutchison, Executive Producer",Nominee,Better Call Saul,AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",2019,169,2,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/better-call-saul-600x600.png?itok=YuogjmUm,"Nina Jack, Co-Executive Producer",Nominee,Better Call Saul,AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",2019,169,2,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/better-call-saul-600x600.png?itok=YuogjmUm,"Diane Mercer, Co-Executive Producer",Nominee,Better Call Saul,AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",2019,169,2,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/better-call-saul-600x600.png?itok=YuogjmUm,"Gordon Smith, Supervising Producer",Nominee,Better Call Saul,AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",2019,169,2,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/better-call-saul-600x600.png?itok=YuogjmUm,"Alison Tatlock, Supervising Producer",Nominee,Better Call Saul,AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",2019,169,2,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/better-call-saul-600x600.png?itok=YuogjmUm,"Ann Cherkis, Producer",Nominee,Better Call Saul,AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",2019,169,2,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/better-call-saul-600x600.png?itok=YuogjmUm,"Bob Odenkirk, Producer",Nominee,Better Call Saul,AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",2019,169,2,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/better-call-saul-600x600.png?itok=YuogjmUm,"Robin Sweet, Produced by",Nominee,Better Call Saul,AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",2019,169,2,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/bodyguard-2019-600x600.jpg?itok=77vGGxj5,"Jed Mercurio, Executive Producer",Nominee,Bodyguard,Netflix,World Productions,2019,169,3,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/bodyguard-2019-600x600.jpg?itok=77vGGxj5,"Simon Heath, Executive Producer",Nominee,Bodyguard,Netflix,World Productions,2019,169,3,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/bodyguard-2019-600x600.jpg?itok=77vGGxj5,"Elizabeth Kilgarriff, Executive Producer",Nominee,Bodyguard,Netflix,World Productions,2019,169,3,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/bodyguard-2019-600x600.jpg?itok=77vGGxj5,"Roderick Seligman, Executive Producer",Nominee,Bodyguard,Netflix,World Productions,2019,169,3,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/bodyguard-2019-600x600.jpg?itok=77vGGxj5,"Priscilla Parish, Produced by",Nominee,Bodyguard,Netflix,World Productions,2019,169,3,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/bodyguard-2019-600x600.jpg?itok=77vGGxj5,"Eric Coulter, Produced by",Nominee,Bodyguard,Netflix,World Productions,2019,169,3,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"David Benioff, Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,169,4,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"D.B. Weiss, Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,169,4,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Carolyn Strauss, Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,169,4,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Bernadette Caulfield, Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,169,4,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Frank Doelger, Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,169,4,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"David Nutter, Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,169,4,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Miguel Sapochnik, Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,169,4,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Vince Gerardis, Co-Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,169,4,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Guymon Casady, Co-Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,169,4,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"George R.R. Martin, Co-Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,169,4,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Bryan Cogman, Co-Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,169,4,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Chris Newman, Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,169,4,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Greg Spence, Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,169,4,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Lisa McAtackney, Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,169,4,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Duncan Muggoch, Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2019,169,4,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/killing-eve-logo-900x600.jpg?itok=vjmxjt6-,"Sally Woodward Gentle, Executive Producer",Nominee,Killing Eve,BBC America,Sid Gentle Films Ltd.,2019,169,5,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/killing-eve-logo-900x600.jpg?itok=vjmxjt6-,"Lee Morris, Executive Producer",Nominee,Killing Eve,BBC America,Sid Gentle Films Ltd.,2019,169,5,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/killing-eve-logo-900x600.jpg?itok=vjmxjt6-,"Phoebe Waller-Bridge, Executive Producer",Nominee,Killing Eve,BBC America,Sid Gentle Films Ltd.,2019,169,5,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/killing-eve-logo-900x600.jpg?itok=vjmxjt6-,"Emerald Fennell, Executive Producer",Nominee,Killing Eve,BBC America,Sid Gentle Films Ltd.,2019,169,5,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/killing-eve-logo-900x600.jpg?itok=vjmxjt6-,"Gina Mingacci, Executive Producer",Nominee,Killing Eve,BBC America,Sid Gentle Films Ltd.,2019,169,5,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/killing-eve-logo-900x600.jpg?itok=vjmxjt6-,"Damon Thomas, Executive Producer",Nominee,Killing Eve,BBC America,Sid Gentle Films Ltd.,2019,169,5,2019
Outstanding Drama Series - 2019,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/killing-eve-logo-900x600.jpg?itok=vjmxjt6-,"Francesca Gardiner, Co-Executive Producer",Nominee,Killing Eve,BBC America,Sid Gentle Films Ltd.,2019,169,5,2019
