week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
1991-04-07,44,5752335.0,"Oh, Kay!",Lunt-Fontanne Theatre,63529.0,,9.51,,6681,1492,0.5597,0,8
1991-04-07,44,5752335.0,Once On This Island,Booth Theatre,120183.0,,22.42,,5361,802,0.8356,8,0
1991-04-07,44,5752335.0,Penn & Teller: The Refrigerator Tour,Eugene O'Neill Theatre,168379.0,,29.68,,5674,1115,0.6361,7,1
1991-04-07,44,5752335.0,Prelude to a Kiss,Helen Hayes Theatre,97895.0,,28.23,,3468,565,0.7673,8,0
1991-04-07,44,5752335.0,Shadowlands,Brooks Atkinson Theatre,108316.0,,18.87,,5740,1076,0.6668,8,0
1991-04-07,44,5752335.0,Six Degrees of Separation,Vivian Beaumont Theater,287355.0,,34.21,,8399,1053,0.997,8,0
1991-04-07,44,5752335.0,Taking Sides,Brooks Atkinson Theatre,70133.0,,16.62,,4219,673,0.7836,8,0
1991-04-07,44,5752335.0,The Big Love,Plymouth Theatre,65094.0,,23.27,,2797,1067,0.3277,8,0
1991-04-07,44,5752335.0,The Phantom of the Opera,Majestic Theatre,612829.0,,46.8,,13096,1609,1.0174,8,0
1991-04-07,44,5752335.0,The Secret Garden,St. James Theatre,106892.0,,23.2,,4608,1644,0.7007,0,4
1991-04-07,44,5752335.0,The Will Rogers Follies,Palace Theatre,185781.0,,27.45,,6767,1725,0.4904,0,8
1991-04-14,45,5131222.0,Buddy,Sam S. Shubert Theatre,203198.0,,31.15,,6523,1463,0.5573,8,0
1991-04-14,45,5131222.0,Cats,Winter Garden Theatre,374045.0,,40.19,,9306,1482,0.7849,8,0
1991-04-14,45,5131222.0,City of Angels,Virginia Theatre,409579.0,,47.31,,8658,1226,0.8827,8,0
1991-04-14,45,5131222.0,Fiddler on the Roof,Gershwin Theatre,308932.0,,36.34,,8500,1933,0.5497,8,0
1991-04-14,45,5131222.0,Grand Hotel,Gershwin Theatre,317597.0,,42.13,,7538,1292,0.7293,8,0
1991-04-14,45,5131222.0,I Hate Hamlet,Walter Kerr Theatre,101314.0,,18.75,,5403,945,0.7147,8,0
1991-04-14,45,5131222.0,Jackie Mason: Brand New,Neil Simon Theatre,108425.0,,16.37,,6622,1365,0.8085,6,0
1991-04-14,45,5131222.0,Les Miserables,Imperial Theatre,458573.0,,42.5,,10791,1413,0.9546,8,0
1991-04-14,45,5131222.0,Lost in Yonkers,Richard Rodgers Theatre,317745.0,,35.49,,8954,1368,0.8182,8,0
1991-04-14,45,5131222.0,Lucifer's Child,Music Box Theatre,61183.0,,17.07,,3584,1010,0.4436,8,0
1991-04-14,45,5131222.0,Miss Saigon,Broadway Theatre,573981.0,,52.31,,10973,1761,0.8902,4,3
1991-04-14,45,5131222.0,Mule Bone,Ethel Barrymore Theatre,72526.0,,16.67,,4350,1054,0.5159,8,0
1991-04-14,45,5131222.0,"Oh, Kay!",Lunt-Fontanne Theatre,56798.0,,12.38,,4588,1492,0.3844,0,8
1991-04-14,45,5131222.0,Once On This Island,Booth Theatre,105110.0,,22.99,,4572,802,0.7126,8,0
1991-04-14,45,5131222.0,Penn & Teller: The Refrigerator Tour,Eugene O'Neill Theatre,168960.0,,28.4,,5949,1115,0.6669,8,0
1991-04-14,45,5131222.0,Prelude to a Kiss,Helen Hayes Theatre,95138.0,,30.28,,3142,565,0.6951,8,0
1991-04-14,45,5131222.0,Six Degrees of Separation,Vivian Beaumont Theater,261655.0,,34.66,,7550,1053,0.8962,8,0
1991-04-14,45,5131222.0,Taking Sides,Brooks Atkinson Theatre,63928.0,,17.38,,3679,673,0.6833,8,0
1991-04-14,45,5131222.0,The Phantom of the Opera,Majestic Theatre,614093.0,,46.89,,13096,1609,1.0174,8,0
1991-04-14,45,5131222.0,The Secret Garden,St. James Theatre,285039.0,,26.65,,10695,1644,0.8132,0,8
1991-04-14,45,5131222.0,The Will Rogers Follies,Palace Theatre,173403.0,,27.86,,6224,1725,0.5154,0,7
1991-04-21,46,5987807.0,Buddy,Sam S. Shubert Theatre,202979.0,,37.16,,5463,1463,0.4668,8,0
1991-04-21,46,5987807.0,Cats,Winter Garden Theatre,478104.0,,41.88,,11417,1482,0.963,8,0
1991-04-21,46,5987807.0,City of Angels,Virginia Theatre,431172.0,,46.82,,9210,1226,0.939,8,0
1991-04-21,46,5987807.0,Fiddler on the Roof,Gershwin Theatre,346277.0,,35.95,,9633,1933,0.6229,8,0
1991-04-21,46,5987807.0,Grand Hotel,Gershwin Theatre,378357.0,,41.42,,9134,1292,0.8837,8,0
1991-04-21,46,5987807.0,Gypsy,Marquis Theatre,218695.0,,33.52,,6525,1576,0.828,0,5
1991-04-21,46,5987807.0,I Hate Hamlet,Walter Kerr Theatre,123571.0,,20.03,,6170,945,0.8161,8,0
1991-04-21,46,5987807.0,Jackie Mason: Brand New,Neil Simon Theatre,99874.0,,15.82,,6314,1365,0.7709,6,0
1991-04-21,46,5987807.0,Les Miserables,Imperial Theatre,612414.0,,55.81,,10974,1413,0.9708,8,0
1991-04-21,46,5987807.0,Lost in Yonkers,Richard Rodgers Theatre,348965.0,,34.67,,10064,1368,0.9196,8,0
1991-04-21,46,5987807.0,Lucifer's Child,Music Box Theatre,50196.0,,27.84,,1803,1010,0.2231,8,0
1991-04-21,46,5987807.0,Miss Saigon,Broadway Theatre,706793.0,,50.21,,14076,1761,0.9991,8,0
1991-04-21,46,5987807.0,Once On This Island,Booth Theatre,120805.0,,23.15,,5219,802,0.8134,8,0
1991-04-21,46,5987807.0,Our Country's Good,Nederlander Theatre,20049.0,,6.18,,3244,1160,0.6991,0,4
1991-04-21,46,5987807.0,Penn & Teller: The Refrigerator Tour,Eugene O'Neill Theatre,182808.0,,30.46,,6002,1115,0.6729,8,0
1991-04-21,46,5987807.0,Prelude to a Kiss,Helen Hayes Theatre,101822.0,,29.05,,3505,565,0.7754,8,0
1991-04-21,46,5987807.0,Six Degrees of Separation,Vivian Beaumont Theater,292630.0,,35.04,,8351,1053,0.9913,8,0
1991-04-21,46,5987807.0,Taking Sides,Brooks Atkinson Theatre,65241.0,,16.74,,3897,673,0.7238,8,0
1991-04-21,46,5987807.0,The Phantom of the Opera,Majestic Theatre,612414.0,,46.76,,13096,1609,1.0174,8,0
1991-04-21,46,5987807.0,The Secret Garden,St. James Theatre,328206.0,,27.58,,11900,1644,0.9048,0,8
1991-04-21,46,5987807.0,The Will Rogers Follies,Palace Theatre,266435.0,,28.23,,9439,1725,0.684,0,8
1991-04-28,47,5795917.0,Buddy,Sam S. Shubert Theatre,199055.0,,36.92,,5391,1463,0.4606,8,0
1991-04-28,47,5795917.0,Cats,Winter Garden Theatre,449470.0,,41.28,,10887,1482,0.9183,8,0
1991-04-28,47,5795917.0,City of Angels,Virginia Theatre,422691.0,,46.74,,9044,1226,0.9221,8,0
1991-04-28,47,5795917.0,Fiddler on the Roof,Gershwin Theatre,313343.0,,39.47,,7938,1933,0.5133,8,0
1991-04-28,47,5795917.0,Grand Hotel,Gershwin Theatre,366551.0,,42.5,,8625,1292,0.8345,8,0
1991-04-28,47,5795917.0,Gypsy,Marquis Theatre,267188.0,,28.36,,9422,1576,0.7473,1,7
1991-04-28,47,5795917.0,I Hate Hamlet,Walter Kerr Theatre,89816.0,,21.78,,4124,945,0.5455,8,0
1991-04-28,47,5795917.0,Jackie Mason: Brand New,Neil Simon Theatre,100943.0,,15.94,,6332,1365,0.7731,6,0
1991-04-28,47,5795917.0,Les Miserables,Imperial Theatre,469388.0,,42.71,,10989,1413,0.9721,8,0
1991-04-28,47,5795917.0,Lost in Yonkers,Richard Rodgers Theatre,339092.0,,33.85,,10016,1368,0.9152,8,0
1991-04-28,47,5795917.0,Lucifer's Child,Music Box Theatre,59277.0,,28.94,,2048,1010,0.2535,8,0
1991-04-28,47,5795917.0,Miss Saigon,Broadway Theatre,714968.0,,50.83,,14065,1761,0.9984,8,0
1991-04-28,47,5795917.0,Once On This Island,Booth Theatre,100729.0,,23.08,,4364,802,0.6802,8,0
1991-04-28,47,5795917.0,Our Country's Good,Nederlander Theatre,61320.0,,7.63,,8040,1160,0.8664,0,8
1991-04-28,47,5795917.0,Penn & Teller: The Refrigerator Tour,Eugene O'Neill Theatre,162562.0,,31.32,,5191,1115,0.582,8,0
1991-04-28,47,5795917.0,Prelude to a Kiss,Helen Hayes Theatre,95340.0,,30.28,,3149,565,0.6967,8,0
1991-04-28,47,5795917.0,Six Degrees of Separation,Vivian Beaumont Theater,264680.0,,34.17,,7747,1053,0.9196,8,0
1991-04-28,47,5795917.0,Taking Sides,Brooks Atkinson Theatre,67138.0,,17.14,,3918,673,0.7277,8,0
1991-04-28,47,5795917.0,The Phantom of the Opera,Majestic Theatre,620903.0,,47.41,,13096,1609,1.0174,8,0
1991-04-28,47,5795917.0,The Secret Garden,St. James Theatre,318922.0,,28.9,,11036,1644,0.8391,5,3
1991-04-28,47,5795917.0,The Will Rogers Follies,Palace Theatre,312541.0,,30.11,,10381,1725,0.7522,0,8
1991-05-05,48,5594168.0,Buddy,Sam S. Shubert Theatre,140566.0,,33.93,,4143,1463,0.354,8,0
1991-05-05,48,5594168.0,Cats,Winter Garden Theatre,478660.0,,41.73,,11470,1482,0.9674,8,0
1991-05-05,48,5594168.0,City of Angels,Virginia Theatre,416356.0,,46.54,,8946,1226,0.9121,8,0
1991-05-05,48,5594168.0,Fiddler on the Roof,Gershwin Theatre,283208.0,,36.73,,7710,1933,0.4986,8,0
1991-05-05,48,5594168.0,Grand Hotel,Gershwin Theatre,354282.0,,41.96,,8444,1292,0.817,8,0
1991-05-05,48,5594168.0,Gypsy,Marquis Theatre,260479.0,,33.56,,7762,1576,0.6156,8,0
1991-05-05,48,5594168.0,I Hate Hamlet,Walter Kerr Theatre,101893.0,,22.13,,4605,945,0.6091,8,0
1991-05-05,48,5594168.0,Jackie Mason: Brand New,Neil Simon Theatre,93272.0,,15.63,,5969,1365,0.7288,6,0
1991-05-05,48,5594168.0,Les Miserables,Imperial Theatre,484936.0,,43.9,,11046,1413,0.9772,8,0
1991-05-05,48,5594168.0,Lost in Yonkers,Richard Rodgers Theatre,344120.0,,68.44,,5028,1368,0.4594,8,0
1991-05-05,48,5594168.0,Miss Saigon,Broadway Theatre,730765.0,,51.96,,14064,1761,0.9983,8,0
1991-05-05,48,5594168.0,Once On This Island,Booth Theatre,103693.0,,35.0,,2963,802,0.4618,8,0
1991-05-05,48,5594168.0,Our Country's Good,Nederlander Theatre,65439.0,,10.9,,6002,1160,0.6468,8,0
1991-05-05,48,5594168.0,Penn & Teller: The Refrigerator Tour,Eugene O'Neill Theatre,156528.0,,31.58,,4957,1115,0.5557,8,0
1991-05-05,48,5594168.0,Prelude to a Kiss,Helen Hayes Theatre,75669.0,,30.05,,2518,565,0.5571,8,0
1991-05-05,48,5594168.0,Six Degrees of Separation,Vivian Beaumont Theater,261018.0,,33.87,,7707,1053,0.9149,8,0
1991-05-05,48,5594168.0,The Phantom of the Opera,Majestic Theatre,617616.0,,47.16,,13096,1609,1.0174,8,0
1991-05-05,48,5594168.0,The Secret Garden,St. James Theatre,324319.0,,29.68,,10926,1644,0.8307,8,0
1991-05-05,48,5594168.0,The Will Rogers Follies,Palace Theatre,301349.0,,39.17,,7693,1725,0.6371,5,2
1991-05-12,49,5641108.0,Buddy,Sam S. Shubert Theatre,159977.0,,28.69,,5576,1463,0.4764,8,0
1991-05-12,49,5641108.0,Cats,Winter Garden Theatre,420946.0,,41.25,,10205,1482,0.8607,8,0
1991-05-12,49,5641108.0,City of Angels,Virginia Theatre,396075.0,,45.46,,8712,1226,0.8883,8,0
1991-05-12,49,5641108.0,Fiddler on the Roof,Gershwin Theatre,280396.0,,38.21,,7339,1933,0.4746,8,0
1991-05-12,49,5641108.0,Grand Hotel,Gershwin Theatre,321184.0,,40.86,,7861,1292,0.7605,8,0
1991-05-12,49,5641108.0,Gypsy,Marquis Theatre,285212.0,,34.59,,8246,1576,0.654,8,0
1991-05-12,49,5641108.0,I Hate Hamlet,Walter Kerr Theatre,98551.0,,20.21,,4876,945,0.645,8,0
1991-05-12,49,5641108.0,Jackie Mason: Brand New,Neil Simon Theatre,100285.0,,15.74,,6370,1365,0.7778,6,0
1991-05-12,49,5641108.0,Les Miserables,Imperial Theatre,485329.0,,43.72,,11100,1413,0.982,8,0
1991-05-12,49,5641108.0,Lost in Yonkers,Richard Rodgers Theatre,340135.0,,35.18,,9668,1368,0.8834,8,0
1991-05-12,49,5641108.0,Miss Saigon,Broadway Theatre,766713.0,,55.18,,13896,1761,0.9864,8,0
1991-05-12,49,5641108.0,Once On This Island,Booth Theatre,113851.0,,22.08,,5157,802,0.8038,8,0
1991-05-12,49,5641108.0,Our Country's Good,Nederlander Theatre,63363.0,,11.94,,5306,1160,0.5718,8,0
1991-05-12,49,5641108.0,Penn & Teller: The Refrigerator Tour,Eugene O'Neill Theatre,132020.0,,30.64,,4309,1115,0.4831,8,0
1991-05-12,49,5641108.0,Prelude to a Kiss,Helen Hayes Theatre,71421.0,,29.98,,2382,565,0.527,8,0
1991-05-12,49,5641108.0,Six Degrees of Separation,Vivian Beaumont Theater,258505.0,,33.88,,7630,1053,0.9057,8,0
1991-05-12,49,5641108.0,The Phantom of the Opera,Majestic Theatre,629601.0,,48.08,,13096,1609,1.0174,8,0
1991-05-12,49,5641108.0,The Secret Garden,St. James Theatre,336135.0,,42.4,,7928,1644,0.6028,8,0
1991-05-12,49,5641108.0,The Will Rogers Follies,Palace Theatre,381409.0,,38.64,,9871,1725,0.7153,8,0
1991-05-19,50,6247656.0,Buddy,Sam S. Shubert Theatre,230749.0,,29.39,,7852,1463,0.6709,8,0
1991-05-19,50,6247656.0,Cats,Winter Garden Theatre,445678.0,,41.42,,10760,1482,0.9076,8,0
1991-05-19,50,6247656.0,City of Angels,Virginia Theatre,442175.0,,47.31,,9347,1226,0.953,8,0
1991-05-19,50,6247656.0,Fiddler on the Roof,Gershwin Theatre,310492.0,,37.45,,8291,1933,0.5361,8,0
1991-05-19,50,6247656.0,Grand Hotel,Gershwin Theatre,369287.0,,43.31,,8526,1292,0.8249,8,0
1991-05-19,50,6247656.0,Gypsy,Marquis Theatre,350895.0,,35.85,,9789,1576,0.7764,8,0
1991-05-19,50,6247656.0,I Hate Hamlet,Walter Kerr Theatre,114469.0,,18.94,,6044,945,0.7995,8,0
1991-05-19,50,6247656.0,Jackie Mason: Brand New,Neil Simon Theatre,107640.0,,16.32,,6597,1365,0.8055,6,0
1991-05-19,50,6247656.0,Les Miserables,Imperial Theatre,490943.0,,43.94,,11173,1413,0.9884,8,0
1991-05-19,50,6247656.0,Lost in Yonkers,Richard Rodgers Theatre,348276.0,,35.59,,9785,1368,0.8941,8,0
1991-05-19,50,6247656.0,Miss Saigon,Broadway Theatre,763332.0,,55.56,,13738,1761,0.9752,8,0
1991-05-19,50,6247656.0,Once On This Island,Booth Theatre,122502.0,,25.99,,4713,802,0.7346,8,0
1991-05-19,50,6247656.0,Our Country's Good,Nederlander Theatre,85235.0,,14.78,,5768,1160,0.6216,8,0
1991-05-19,50,6247656.0,Penn & Teller: The Refrigerator Tour,Eugene O'Neill Theatre,135213.0,,29.08,,4649,1115,0.5212,8,0
1991-05-19,50,6247656.0,Prelude to a Kiss,Helen Hayes Theatre,103624.0,,29.71,,3488,565,0.7717,8,0
1991-05-19,50,6247656.0,Six Degrees of Separation,Vivian Beaumont Theater,281750.0,,35.03,,8042,1053,0.9547,8,0
1991-05-19,50,6247656.0,The Phantom of the Opera,Majestic Theatre,625429.0,,47.76,,13096,1609,1.0174,8,0
1991-05-19,50,6247656.0,The Secret Garden,St. James Theatre,404532.0,,40.62,,9960,1644,0.7573,8,0
1991-05-19,50,6247656.0,The Will Rogers Follies,Palace Theatre,515435.0,,43.51,,11847,1725,0.8585,8,0
1991-05-26,51,5916200.0,Cats,Winter Garden Theatre,470003.0,,42.75,,10995,1482,0.9274,8,0
1991-05-26,51,5916200.0,City of Angels,Virginia Theatre,426434.0,,45.38,,9397,1226,0.9581,8,0
1991-05-26,51,5916200.0,Fiddler on the Roof,Gershwin Theatre,344655.0,,36.32,,9489,1933,0.6136,8,0
1991-05-26,51,5916200.0,Grand Hotel,Gershwin Theatre,357795.0,,40.01,,8942,1292,0.8651,8,0
1991-05-26,51,5916200.0,Gypsy,Marquis Theatre,349154.0,,36.09,,9675,1576,0.7674,8,0
1991-05-26,51,5916200.0,I Hate Hamlet,Walter Kerr Theatre,108233.0,,18.41,,5878,945,0.7775,8,0
1991-05-26,51,5916200.0,Jackie Mason: Brand New,Neil Simon Theatre,98436.0,,15.52,,6344,1365,0.7746,6,0
1991-05-26,51,5916200.0,Les Miserables,Imperial Theatre,492771.0,,44.12,,11170,1413,0.9881,8,0
1991-05-26,51,5916200.0,Lost in Yonkers,Richard Rodgers Theatre,361774.0,,36.03,,10042,1368,0.9176,8,0
1991-05-26,51,5916200.0,Miss Saigon,Broadway Theatre,769137.0,,55.35,,13897,1761,0.9864,8,0
1991-05-26,51,5916200.0,Once On This Island,Booth Theatre,133750.0,,24.04,,5564,802,0.8672,8,0
1991-05-26,51,5916200.0,Our Country's Good,Nederlander Theatre,77602.0,,12.88,,6027,1160,0.6495,8,0
1991-05-26,51,5916200.0,Penn & Teller: The Refrigerator Tour,Eugene O'Neill Theatre,124752.0,,27.16,,4593,1115,0.5149,8,0
1991-05-26,51,5916200.0,Six Degrees of Separation,Vivian Beaumont Theater,301666.0,,37.01,,8150,1053,0.9675,8,0
1991-05-26,51,5916200.0,The Phantom of the Opera,Majestic Theatre,620944.0,,47.41,,13096,1609,1.0174,8,0
1991-05-26,51,5916200.0,The Secret Garden,St. James Theatre,402444.0,,39.42,,10208,1644,0.7762,8,0
1991-05-26,51,5916200.0,The Will Rogers Follies,Palace Theatre,476650.0,,50.69,,9403,1721,0.683,8,0
1991-06-02,52,5097947.0,Cats,Winter Garden Theatre,397693.0,,40.68,,9777,1482,0.8246,8,0
1991-06-02,52,5097947.0,City of Angels,Virginia Theatre,344324.0,,43.57,,7903,1226,0.8058,8,0
1991-06-02,52,5097947.0,Fiddler on the Roof,Gershwin Theatre,231734.0,,35.43,,6540,1933,0.4229,8,0
1991-06-02,52,5097947.0,Grand Hotel,Gershwin Theatre,264741.0,,37.55,,7050,1292,0.6821,8,0
1991-06-02,52,5097947.0,Gypsy,Marquis Theatre,248213.0,,35.97,,6901,1576,0.5474,8,0
1991-06-02,52,5097947.0,I Hate Hamlet,Walter Kerr Theatre,83788.0,,17.56,,4772,945,0.6312,8,0
1991-06-02,52,5097947.0,Jackie Mason: Brand New,Neil Simon Theatre,75348.0,,13.47,,5593,1365,0.6829,6,0
1991-06-02,52,5097947.0,Les Miserables,Imperial Theatre,485219.0,,43.58,,11133,1413,0.9849,8,0
1991-06-02,52,5097947.0,Lost in Yonkers,Richard Rodgers Theatre,323858.0,,34.71,,9331,1368,0.8526,8,0
1991-06-02,52,5097947.0,Miss Saigon,Broadway Theatre,774412.0,,55.25,,14016,1761,0.9949,8,0
1991-06-02,52,5097947.0,Once On This Island,Booth Theatre,110287.0,,23.21,,4751,802,0.7405,8,0
1991-06-02,52,5097947.0,Our Country's Good,Nederlander Theatre,59414.0,,12.8,,4641,1160,0.5001,8,0
1991-06-02,52,5097947.0,Penn & Teller: The Refrigerator Tour,Eugene O'Neill Theatre,78977.0,,32.92,,2399,1115,0.2689,8,0
1991-06-02,52,5097947.0,Six Degrees of Separation,Vivian Beaumont Theater,261621.0,,33.67,,7770,1053,0.9224,8,0
1991-06-02,52,5097947.0,The Phantom of the Opera,Majestic Theatre,632216.0,,48.28,,13096,1609,1.0174,8,0
1991-06-02,52,5097947.0,The Secret Garden,St. James Theatre,316760.0,,39.65,,7988,1644,0.6074,8,0
1991-06-02,52,5097947.0,The Will Rogers Follies,Palace Theatre,409342.0,,49.2,,8320,1721,0.6043,8,0
1991-06-09,1,5660336.0,Cats,Winter Garden Theatre,432657.0,,41.79,,10352,1482,0.8731,8,0
1991-06-09,1,5660336.0,City of Angels,Virginia Theatre,365826.0,,43.5,,8410,1226,0.8575,8,0
1991-06-09,1,5660336.0,Fiddler on the Roof,Gershwin Theatre,297339.0,,36.32,,8187,1933,0.5294,8,0
1991-06-09,1,5660336.0,Getting Married,Circle in the Square Theatre,28911.0,,14.58,,1983,681,0.728,0,4
1991-06-09,1,5660336.0,Grand Hotel,Gershwin Theatre,304319.0,,40.2,,7571,1292,0.7325,8,0
1991-06-09,1,5660336.0,Gypsy,Marquis Theatre,301612.0,,36.94,,8164,1576,0.6475,8,0
1991-06-09,1,5660336.0,I Hate Hamlet,Walter Kerr Theatre,83893.0,,19.54,,4294,945,0.568,8,0
1991-06-09,1,5660336.0,Jackie Mason: Brand New,Neil Simon Theatre,77479.0,,15.47,,5008,1365,0.6115,6,0
1991-06-09,1,5660336.0,Les Miserables,Imperial Theatre,493850.0,,44.08,,11204,1413,0.9912,8,0
1991-06-09,1,5660336.0,Lost in Yonkers,Richard Rodgers Theatre,366473.0,,35.17,,10419,1368,0.952,8,0
1991-06-09,1,5660336.0,Miss Saigon,Broadway Theatre,771767.0,,54.78,,14088,1761,1.0,8,0
1991-06-09,1,5660336.0,Once On This Island,Booth Theatre,120890.0,,23.08,,5238,802,0.8164,8,0
1991-06-09,1,5660336.0,Our Country's Good,Nederlander Theatre,80651.0,,13.58,,5937,1160,0.6398,8,0
1991-06-09,1,5660336.0,Penn & Teller: The Refrigerator Tour,Eugene O'Neill Theatre,81682.0,,27.37,,2984,1115,0.3345,8,0
1991-06-09,1,5660336.0,Six Degrees of Separation,Vivian Beaumont Theater,262244.0,,33.0,,7947,1053,0.9434,8,0
1991-06-09,1,5660336.0,The Phantom of the Opera,Majestic Theatre,623025.0,,47.57,,13096,1609,1.0174,8,0
1991-06-09,1,5660336.0,The Secret Garden,St. James Theatre,430554.0,,41.08,,10480,1644,0.7968,8,0
1991-06-09,1,5660336.0,The Will Rogers Follies,Palace Theatre,537164.0,,50.3,,10680,1721,0.7757,8,0
1991-06-16,2,5802644.0,Cats,Winter Garden Theatre,446269.0,,41.95,,10638,1482,0.8973,8,0
1991-06-16,2,5802644.0,City of Angels,Virginia Theatre,358250.0,,47.21,,7588,1226,0.7737,8,0
1991-06-16,2,5802644.0,Fiddler on the Roof,Gershwin Theatre,369029.0,,37.95,,9724,1933,0.6288,8,0
1991-06-16,2,5802644.0,Getting Married,Circle in the Square Theatre,56613.0,,15.73,,3598,681,0.6604,0,8
1991-06-16,2,5802644.0,Grand Hotel,Gershwin Theatre,317118.0,,38.36,,8266,1292,0.7997,8,0
1991-06-16,2,5802644.0,Gypsy,Marquis Theatre,298492.0,,38.62,,7729,1576,0.613,8,0
1991-06-16,2,5802644.0,I Hate Hamlet,Walter Kerr Theatre,86546.0,,17.27,,5011,945,0.6628,8,0
1991-06-16,2,5802644.0,Jackie Mason: Brand New,Neil Simon Theatre,88839.0,,15.32,,5800,1365,0.7082,6,0
1991-06-16,2,5802644.0,Les Miserables,Imperial Theatre,491537.0,,44.52,,11041,1413,0.9767,8,0
1991-06-16,2,5802644.0,Lost in Yonkers,Richard Rodgers Theatre,377705.0,,36.33,,10397,1368,0.95,8,0
1991-06-16,2,5802644.0,Miss Saigon,Broadway Theatre,770819.0,,54.71,,14088,1761,1.0,8,0
1991-06-16,2,5802644.0,Once On This Island,Booth Theatre,121467.0,,23.68,,5130,802,0.7996,8,0
1991-06-16,2,5802644.0,Penn & Teller: The Refrigerator Tour,Eugene O'Neill Theatre,84967.0,,27.63,,3075,1115,0.3447,8,0
1991-06-16,2,5802644.0,Six Degrees of Separation,Vivian Beaumont Theater,262005.0,,32.94,,7954,1053,0.9442,8,0
1991-06-16,2,5802644.0,The Phantom of the Opera,Majestic Theatre,626495.0,,47.84,,13096,1609,1.0174,8,0
1991-06-16,2,5802644.0,The Secret Garden,St. James Theatre,474788.0,,41.69,,11388,1644,0.8659,8,0
1991-06-16,2,5802644.0,The Will Rogers Follies,Palace Theatre,571705.0,,50.04,,11426,1721,0.8299,8,0
1991-06-23,3,5675444.0,Cats,Winter Garden Theatre,471453.0,,42.58,,11071,1482,0.9338,8,0
1991-06-23,3,5675444.0,City of Angels,Virginia Theatre,383303.0,,41.71,,9189,1226,0.9369,8,0
1991-06-23,3,5675444.0,Getting Married,Circle in the Square Theatre,70872.0,,14.29,,4958,686,0.9034,0,8
1991-06-23,3,5675444.0,Grand Hotel,Gershwin Theatre,314311.0,,39.03,,8053,1292,0.7791,8,0
1991-06-23,3,5675444.0,Gypsy,Marquis Theatre,336499.0,,37.59,,8952,1576,0.71,8,0
1991-06-23,3,5675444.0,I Hate Hamlet,Walter Kerr Theatre,115930.0,,18.25,,6353,945,0.8403,8,0
1991-06-23,3,5675444.0,Jackie Mason: Brand New,Neil Simon Theatre,100615.0,,16.71,,6022,1365,0.7353,6,0
1991-06-23,3,5675444.0,Les Miserables,Imperial Theatre,507512.0,,45.87,,11065,1413,0.9789,8,0
1991-06-23,3,5675444.0,Lost in Yonkers,Richard Rodgers Theatre,374413.0,,35.69,,10490,1368,0.9585,8,0
1991-06-23,3,5675444.0,Miss Saigon,Broadway Theatre,771192.0,,54.74,,14088,1761,1.0,8,0
1991-06-23,3,5675444.0,Once On This Island,Booth Theatre,128458.0,,23.62,,5439,802,0.8477,8,0
1991-06-23,3,5675444.0,Penn & Teller: The Refrigerator Tour,Eugene O'Neill Theatre,108815.0,,25.22,,4315,1115,0.4837,8,0
1991-06-23,3,5675444.0,Six Degrees of Separation,Vivian Beaumont Theater,268948.0,,32.79,,8202,1053,0.9736,8,0
1991-06-23,3,5675444.0,The Phantom of the Opera,Majestic Theatre,636321.0,,48.59,,13096,1609,1.0174,8,0
1991-06-23,3,5675444.0,The Secret Garden,St. James Theatre,519652.0,,42.55,,12212,1644,0.9285,8,0
1991-06-23,3,5675444.0,The Will Rogers Follies,Palace Theatre,567150.0,,49.12,,11547,1721,0.8387,8,0
1991-06-30,4,5522282.0,Cats,Winter Garden Theatre,441358.0,,41.32,,10681,1482,0.9009,8,0
1991-06-30,4,5522282.0,City of Angels,Virginia Theatre,366560.0,,40.43,,9066,1226,0.9243,8,0
1991-06-30,4,5522282.0,Getting Married,Circle in the Square Theatre,65991.0,,16.26,,4059,686,0.7396,6,2
1991-06-30,4,5522282.0,Grand Hotel,Gershwin Theatre,305799.0,,39.41,,7760,1292,0.7508,8,0
1991-06-30,4,5522282.0,Gypsy,Marquis Theatre,342332.0,,37.63,,9098,1576,0.7216,8,0
1991-06-30,4,5522282.0,Jackie Mason: Brand New,Neil Simon Theatre,107743.0,,18.5,,5825,1365,0.7112,6,0
1991-06-30,4,5522282.0,Les Miserables,Imperial Theatre,493492.0,,45.69,,10801,1413,0.9555,8,0
1991-06-30,4,5522282.0,Lost in Yonkers,Richard Rodgers Theatre,388720.0,,36.32,,10703,1368,0.978,8,0
1991-06-30,4,5522282.0,Miss Saigon,Broadway Theatre,777088.0,,55.16,,14088,1761,1.0,8,0
1991-06-30,4,5522282.0,Once On This Island,Booth Theatre,118862.0,,23.85,,4983,802,0.7767,8,0
1991-06-30,4,5522282.0,Penn & Teller: The Refrigerator Tour,Eugene O'Neill Theatre,133095.0,,26.37,,5047,1115,0.5658,8,0
1991-06-30,4,5522282.0,Six Degrees of Separation,Vivian Beaumont Theater,260851.0,,32.01,,8148,1053,0.9672,8,0
1991-06-30,4,5522282.0,The Phantom of the Opera,Majestic Theatre,637669.0,,48.69,,13096,1609,1.0174,8,0
1991-06-30,4,5522282.0,The Secret Garden,St. James Theatre,506129.0,,41.8,,12107,1644,0.9205,8,0
