camis,dba,boro,zipcode,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,inspection_type,_art_year
50001895,JAMBA JUICE,MANHATTAN,10112.0,American,07/23/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,,Cycle Inspection / Initial Inspection,2018
50035710,LES ENFANTS DE BOHEME,MANHATTAN,10002.0,French,10/18/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22.0,,Cycle Inspection / Initial Inspection,2016
40868717,ALICE'S TEA CUP,MANHATTAN,10023.0,American,12/04/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18.0,Z,Cycle Inspection / Re-inspection,2018
41686787,SPICE SYMPHONY,MANHATTAN,10016.0,Indian,06/10/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,7.0,A,Cycle Inspection / Re-inspection,2016
41046492,CAFE EXCHANGE,MANHATTAN,10006.0,Chicken,07/14/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,49.0,C,Cycle Inspection / Re-inspection,2017
50007618,GRAN MORSI,MANHATTAN,10007.0,Italian,06/15/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,Cycle Inspection / Re-inspection,2017
41672397,GREENWOOD PARK,BROOKLYN,11215.0,American,08/09/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,29.0,,Cycle Inspection / Initial Inspection,2018
41658998,BILLY'S BAKERY,MANHATTAN,10019.0,Bakery,04/25/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7.0,A,Cycle Inspection / Initial Inspection,2018
50002766,THE MARSHAL,MANHATTAN,10036.0,American,11/30/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,36.0,,Cycle Inspection / Initial Inspection,2017
50006240,DAVID BURKE KITCHEN,MANHATTAN,10013.0,American,06/06/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,18.0,,Cycle Inspection / Initial Inspection,2018
40382652,TOMMY'S PIZZA,BRONX,10465.0,Pizza,04/06/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,Cycle Inspection / Initial Inspection,2016
41431239,QUE SABROSURA RESTAURANT,BRONX,10453.0,Spanish,08/15/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,40.0,,Cycle Inspection / Initial Inspection,2017
41653831,THE PARK VIEW,MANHATTAN,10034.0,American,03/30/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,A,Cycle Inspection / Re-inspection,2016
41548669,FOOD LIN,BROOKLYN,11215.0,Chinese,08/25/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,A,Cycle Inspection / Re-inspection,2016
41708214,YANG KEE'S NO.1 CHINESE KITCHEN,QUEENS,11416.0,Chinese,12/22/2016,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,6.0,A,Cycle Inspection / Initial Inspection,2016
40932233,CELESTE,MANHATTAN,10024.0,Italian,02/15/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11.0,A,Cycle Inspection / Initial Inspection,2018
50071711,DARY'S RESTAURANT BAR,BRONX,10457.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",09/28/2018,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,22.0,,Cycle Inspection / Initial Inspection,2018
50053346,COFFEE TOSSY,QUEENS,11104.0,Sandwiches/Salads/Mixed Buffet,06/13/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,22.0,,Cycle Inspection / Initial Inspection,2017
41435246,LE PAIN QUOTIDIEN,MANHATTAN,10022.0,French,05/31/2018,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,6.0,A,Cycle Inspection / Initial Inspection,2018
50033690,HE NAN CUISINE,QUEENS,11355.0,Chinese,03/28/2018,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,28.0,,Cycle Inspection / Initial Inspection,2018
41682828,FRIENDS CORNER CAFE,QUEENS,11372.0,Indian,07/07/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,44.0,,Cycle Inspection / Initial Inspection,2016
40869211,MR MCGOO'S,BRONX,10463.0,American,05/06/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9.0,A,Cycle Inspection / Initial Inspection,2015
40582271,LECHON HORNADO ECUATORIANO,QUEENS,11372.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",05/10/2018,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,23.0,,Cycle Inspection / Initial Inspection,2018
50008603,GINA LA FORNARINA,MANHATTAN,10021.0,Pizza/Italian,06/07/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,Cycle Inspection / Re-inspection,2016
50052848,FUSION JUICE BAR,QUEENS,11106.0,"Juice, Smoothies, Fruit Salads",10/18/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12.0,A,Cycle Inspection / Initial Inspection,2018
50040670,TUTI'S PIZZERIA RESTAURANT,BRONX,10453.0,Pizza,11/13/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,A,Cycle Inspection / Initial Inspection,2017
50073659,FAMOUS 99 C PIZZA,MANHATTAN,10002.0,Pizza,08/17/2018,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,7.0,A,Cycle Inspection / Re-inspection,2018
41221266,THAI SON,QUEENS,11373.0,Vietnamese/Cambodian/Malaysia,12/14/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12.0,A,Cycle Inspection / Initial Inspection,2017
50071246,BANANA BOAT RESTAURANT,BROOKLYN,11226.0,Caribbean,06/12/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,28.0,,Cycle Inspection / Initial Inspection,2018
50001060,TAQUERIA CHILA,QUEENS,11372.0,Spanish,10/11/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,13.0,A,Cycle Inspection / Initial Inspection,2016
50003580,XING WONG BBQ,MANHATTAN,10002.0,Chinese,05/21/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,52.0,,Cycle Inspection / Initial Inspection,2018
50062886,HI LUCK RESTAURANT,QUEENS,11428.0,Filipino,05/16/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,39.0,,Cycle Inspection / Initial Inspection,2018
50006190,CHECKERS,BROOKLYN,11208.0,Sandwiches,11/23/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,26.0,B,Cycle Inspection / Re-inspection,2016
41310341,95 SOUTH,BROOKLYN,11238.0,American,12/08/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21.0,,Cycle Inspection / Initial Inspection,2017
41327743,BOMBAY'S,MANHATTAN,10004.0,Indian,03/01/2016,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,10.0,A,Cycle Inspection / Re-inspection,2016
50035679,STONEFRUIT,BROOKLYN,11205.0,CafÃ©/Coffee/Tea,02/23/2016,Violations were cited in the following area(s).,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical,,,Administrative Miscellaneous / Initial Inspection,2016
41252132,EUROPAN CAFE,MANHATTAN,10024.0,CafÃ©/Coffee/Tea,01/03/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21.0,,Cycle Inspection / Initial Inspection,2018
50062685,POPINA,BROOKLYN,11231.0,Italian,06/12/2017,Violations were cited in the following area(s).,05C,Food contact surface improperly constructed or located. Unacceptable material used.,Critical,64.0,,Pre-permit (Non-operational) / Initial Inspection,2017
50047806,DING,MANHATTAN,10036.0,Chinese,10/23/2018,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,23.0,Z,Cycle Inspection / Re-inspection,2018
41407474,VENEZIA RISTORANTE & PIZZA,BRONX,10469.0,Pizza/Italian,02/11/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A,Cycle Inspection / Initial Inspection,2016
