book,text,line_num
A Study In Scarlet,,1942
A Study In Scarlet,"""I had no idea that you noticed that,"" he said. ""Have you been",1943
A Study In Scarlet,"there?""",1944
A Study In Scarlet,,1945
A Study In Scarlet,"""No.""",1946
A Study In Scarlet,,1947
A Study In Scarlet,"""Ha!"" cried Gregson, in a relieved voice; ""you should never neglect a",1948
A Study In Scarlet,"chance, however small it may seem.""",1949
A Study In Scarlet,,1950
A Study In Scarlet,"""To a great mind, nothing is little,"" remarked Holmes, sententiously.",1951
A Study In Scarlet,,1952
A Study In Scarlet,"""Well, I went to Underwood, and asked him if he had sold a hat of",1953
A Study In Scarlet,"that size and description. He looked over his books, and came on it",1954
A Study In Scarlet,"at once. He had sent the hat to a Mr. Drebber, residing at",1955
A Study In Scarlet,"Charpentier's Boarding Establishment, Torquay Terrace. Thus I got at",1956
A Study In Scarlet,"his address.""",1957
A Study In Scarlet,,1958
A Study In Scarlet,"""Smart--very smart!"" murmured Sherlock Holmes.",1959
A Study In Scarlet,,1960
A Study In Scarlet,"""I next called upon Madame Charpentier,"" continued the detective. ""I",1961
A Study In Scarlet,"found her very pale and distressed. Her daughter was in the room,",1962
A Study In Scarlet,"too--an uncommonly fine girl she is, too; she was looking red about",1963
A Study In Scarlet,the eyes and her lips trembled as I spoke to her. That didn't escape,1964
A Study In Scarlet,"my notice. I began to smell a rat. You know the feeling, Mr. Sherlock",1965
A Study In Scarlet,"Holmes, when you come upon the right scent--a kind of thrill in your",1966
A Study In Scarlet,nerves. 'Have you heard of the mysterious death of your late boarder,1967
A Study In Scarlet,"Mr. Enoch J. Drebber, of Cleveland?' I asked.",1968
A Study In Scarlet,,1969
A Study In Scarlet,"""The mother nodded. She didn't seem able to get out a word. The",1970
A Study In Scarlet,daughter burst into tears. I felt more than ever that these people,1971
A Study In Scarlet,knew something of the matter.,1972
A Study In Scarlet,,1973
A Study In Scarlet,"""'At what o'clock did Mr. Drebber leave your house for the train?' I",1974
A Study In Scarlet,asked.,1975
A Study In Scarlet,,1976
A Study In Scarlet,"""'At eight o'clock,' she said, gulping in her throat to keep down her",1977
A Study In Scarlet,"agitation. 'His secretary, Mr. Stangerson, said that there were two",1978
A Study In Scarlet,trains--one at 9.15 and one at 11. He was to catch the first.',1979
A Study In Scarlet,,1980
A Study In Scarlet,"""'And was that the last which you saw of him?'",1981
A Study In Scarlet,,1982
A Study In Scarlet,"""A terrible change came over the woman's face as I asked the",1983
A Study In Scarlet,question. Her features turned perfectly livid. It was some seconds,1984
A Study In Scarlet,before she could get out the single word 'Yes'--and when it did come,1985
A Study In Scarlet,it was in a husky unnatural tone.,1986
A Study In Scarlet,,1987
A Study In Scarlet,"""There was silence for a moment, and then the daughter spoke in a",1988
A Study In Scarlet,calm clear voice.,1989
A Study In Scarlet,,1990
A Study In Scarlet,"""'No good can ever come of falsehood, mother,' she said. 'Let us be",1991
A Study In Scarlet,frank with this gentleman. We did see Mr. Drebber again.',1992
A Study In Scarlet,,1993
A Study In Scarlet,"""'God forgive you!' cried Madame Charpentier, throwing up her hands",1994
A Study In Scarlet,and sinking back in her chair. 'You have murdered your brother.',1995
A Study In Scarlet,,1996
A Study In Scarlet,"""'Arthur would rather that we spoke the truth,' the girl answered",1997
A Study In Scarlet,firmly.,1998
A Study In Scarlet,,1999
A Study In Scarlet,"""'You had best tell me all about it now,' I said. 'Half-confidences",2000
A Study In Scarlet,"are worse than none. Besides, you do not know how much we know of",2001
A Study In Scarlet,it.',2002
A Study In Scarlet,,2003
A Study In Scarlet,"""'On your head be it, Alice!' cried her mother; and then, turning to",2004
A Study In Scarlet,"me, 'I will tell you all, sir. Do not imagine that my agitation on",2005
A Study In Scarlet,behalf of my son arises from any fear lest he should have had a hand,2006
A Study In Scarlet,"in this terrible affair. He is utterly innocent of it. My dread is,",2007
A Study In Scarlet,"however, that in your eyes and in the eyes of others he may appear to",2008
A Study In Scarlet,be compromised. That however is surely impossible. His high,2009
A Study In Scarlet,"character, his profession, his antecedents would all forbid it.'",2010
A Study In Scarlet,,2011
A Study In Scarlet,"""'Your best way is to make a clean breast of the facts,' I answered.",2012
A Study In Scarlet,"'Depend upon it, if your son is innocent he will be none the worse.'",2013
A Study In Scarlet,,2014
A Study In Scarlet,"""'Perhaps, Alice, you had better leave us together,' she said, and",2015
A Study In Scarlet,"her daughter withdrew. 'Now, sir,' she continued, 'I had no intention",2016
A Study In Scarlet,"of telling you all this, but since my poor daughter has disclosed it",2017
A Study In Scarlet,"I have no alternative. Having once decided to speak, I will tell you",2018
A Study In Scarlet,all without omitting any particular.',2019
A Study In Scarlet,,2020
A Study In Scarlet,"""'It is your wisest course,' said I.",2021
A Study In Scarlet,,2022
A Study In Scarlet,"""'Mr. Drebber has been with us nearly three weeks. He and his",2023
A Study In Scarlet,"secretary, Mr. Stangerson, had been travelling on the Continent. I",2024
A Study In Scarlet,"noticed a ""Copenhagen"" label upon each of their trunks, showing that",2025
A Study In Scarlet,that had been their last stopping place. Stangerson was a quiet,2026
A Study In Scarlet,"reserved man, but his employer, I am sorry to say, was far otherwise.",2027
A Study In Scarlet,He was coarse in his habits and brutish in his ways. The very night,2028
A Study In Scarlet,"of his arrival he became very much the worse for drink, and, indeed,",2029
A Study In Scarlet,after twelve o'clock in the day he could hardly ever be said to be,2030
A Study In Scarlet,sober. His manners towards the maid-servants were disgustingly free,2031
A Study In Scarlet,"and familiar. Worst of all, he speedily assumed the same attitude",2032
A Study In Scarlet,"towards my daughter, Alice, and spoke to her more than once in a way",2033
A Study In Scarlet,"which, fortunately, she is too innocent to understand. On one",2034
A Study In Scarlet,occasion he actually seized her in his arms and embraced her--an,2035
A Study In Scarlet,outrage which caused his own secretary to reproach him for his,2036
A Study In Scarlet,unmanly conduct.',2037
A Study In Scarlet,,2038
A Study In Scarlet,"""'But why did you stand all this,' I asked. 'I suppose that you can",2039
A Study In Scarlet,get rid of your boarders when you wish.',2040
A Study In Scarlet,,2041
A Study In Scarlet,"""Mrs. Charpentier blushed at my pertinent question. 'Would to God",2042
A Study In Scarlet,"that I had given him notice on the very day that he came,' she said.",2043
A Study In Scarlet,'But it was a sore temptation. They were paying a pound a day,2044
A Study In Scarlet,"each--fourteen pounds a week, and this is the slack season. I am a",2045
A Study In Scarlet,"widow, and my boy in the Navy has cost me much. I grudged to lose the",2046
A Study In Scarlet,"money. I acted for the best. This last was too much, however, and I",2047
A Study In Scarlet,gave him notice to leave on account of it. That was the reason of his,2048
A Study In Scarlet,going.',2049
A Study In Scarlet,,2050
A Study In Scarlet,"""'Well?'",2051
A Study In Scarlet,,2052
A Study In Scarlet,"""'My heart grew light when I saw him drive away. My son is on leave",2053
A Study In Scarlet,"just now, but I did not tell him anything of all this, for his temper",2054
A Study In Scarlet,"is violent, and he is passionately fond of his sister. When I closed",2055
A Study In Scarlet,"the door behind them a load seemed to be lifted from my mind. Alas,",2056
A Study In Scarlet,"in less than an hour there was a ring at the bell, and I learned that",2057
A Study In Scarlet,"Mr. Drebber had returned. He was much excited, and evidently the",2058
A Study In Scarlet,"worse for drink. He forced his way into the room, where I was sitting",2059
A Study In Scarlet,"with my daughter, and made some incoherent remark about having missed",2060
A Study In Scarlet,"his train. He then turned to Alice, and before my very face, proposed",2061
A Study In Scarlet,"to her that she should fly with him. ""You are of age,"" he said, ""and",2062
A Study In Scarlet,there is no law to stop you. I have money enough and to spare. Never,2063
A Study In Scarlet,"mind the old girl here, but come along with me now straight away. You",2064
A Study In Scarlet,"shall live like a princess."" Poor Alice was so frightened that she",2065
A Study In Scarlet,"shrunk away from him, but he caught her by the wrist and endeavoured",2066
A Study In Scarlet,"to draw her towards the door. I screamed, and at that moment my son",2067
A Study In Scarlet,Arthur came into the room. What happened then I do not know. I heard,2068
A Study In Scarlet,oaths and the confused sounds of a scuffle. I was too terrified to,2069
A Study In Scarlet,raise my head. When I did look up I saw Arthur standing in the,2070
A Study In Scarlet,"doorway laughing, with a stick in his hand. ""I don't think that fine",2071
A Study In Scarlet,"fellow will trouble us again,"" he said. ""I will just go after him and",2072
A Study In Scarlet,"see what he does with himself."" With those words he took his hat and",2073
A Study In Scarlet,started off down the street. The next morning we heard of Mr.,2074
A Study In Scarlet,Drebber's mysterious death.',2075
A Study In Scarlet,,2076
A Study In Scarlet,"""This statement came from Mrs. Charpentier's lips with many gasps and",2077
A Study In Scarlet,pauses. At times she spoke so low that I could hardly catch the,2078
A Study In Scarlet,"words. I made shorthand notes of all that she said, however, so that",2079
A Study In Scarlet,"there should be no possibility of a mistake.""",2080
A Study In Scarlet,,2081
A Study In Scarlet,"""It's quite exciting,"" said Sherlock Holmes, with a yawn. ""What",2082
A Study In Scarlet,"happened next?""",2083
A Study In Scarlet,,2084
A Study In Scarlet,"""When Mrs. Charpentier paused,"" the detective continued, ""I saw that",2085
A Study In Scarlet,the whole case hung upon one point. Fixing her with my eye in a way,2086
A Study In Scarlet,"which I always found effective with women, I asked her at what hour",2087
A Study In Scarlet,her son returned.,2088
A Study In Scarlet,,2089
A Study In Scarlet,"""'I do not know,' she answered.",2090
A Study In Scarlet,,2091
A Study In Scarlet,"""'Not know?'",2092
A Study In Scarlet,,2093
A Study In Scarlet,"""'No; he has a latch-key, and he let himself in.'",2094
A Study In Scarlet,,2095
A Study In Scarlet,"""'After you went to bed?'",2096
A Study In Scarlet,,2097
A Study In Scarlet,"""'Yes.'",2098
A Study In Scarlet,,2099
A Study In Scarlet,"""'When did you go to bed?'",2100
A Study In Scarlet,,2101
A Study In Scarlet,"""'About eleven.'",2102
A Study In Scarlet,,2103
A Study In Scarlet,"""'So your son was gone at least two hours?'",2104
A Study In Scarlet,,2105
A Study In Scarlet,"""'Yes.'",2106
A Study In Scarlet,,2107
A Study In Scarlet,"""'Possibly four or five?'",2108
